,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
17742,56,0,16,7,10,2,0,76,28,61,2,2,9,58,9,0
17743,31,2,10,1,2,2,1,20,85,84,1,2,1,17,5,1
17744,57,0,5,1,1,1,2,92,7,70,2,3,14,75,29,0
17745,33,2,10,3,3,1,0,79,24,85,2,5,10,50,27,2
17746,27,0,6,7,21,0,1,50,45,45,1,2,2,32,4,2
17747,22,0,1,3,8,2,0,30,68,63,1,0,0,26,2,2
17748,55,1,14,4,20,1,1,76,27,78,2,3,6,35,18,0
17749,27,0,2,2,9,2,0,93,11,26,2,2,8,82,13,0
17750,26,0,5,5,15,1,0,19,64,44,1,0,1,16,6,2
17751,46,2,11,4,4,0,2,33,70,76,1,1,3,21,5,1
17752,27,2,3,6,7,1,0,43,65,22,1,1,5,42,6,2
17753,42,0,10,4,4,2,2,35,76,27,1,2,4,26,8,1
17754,50,0,5,0,16,1,0,83,26,54,2,5,14,78,6,0
17755,23,0,2,0,16,0,1,21,74,66,1,0,4,16,6,1
17756,51,1,9,5,14,1,0,79,20,22,2,5,14,41,16,0
17758,51,1,10,3,8,2,0,66,49,37,1,0,0,39,2,0
17759,23,2,2,3,8,1,1,60,46,66,2,4,13,31,7,2
17760,55,2,9,6,17,1,0,90,7,34,2,2,10,72,23,0
17761,47,0,8,1,5,0,0,33,57,45,1,0,3,19,9,2
17762,56,0,10,5,13,1,0,48,30,81,1,1,5,43,8,0
17763,34,0,9,0,16,1,0,38,65,50,1,1,5,31,5,1
17764,33,0,12,1,1,1,0,20,67,23,1,0,5,17,1,2
17765,49,2,6,5,15,0,0,81,16,36,2,5,12,77,11,0
17766,47,0,6,4,20,1,1,20,80,72,1,0,0,9,9,1
17767,37,0,16,5,15,1,0,42,47,66,1,0,3,20,1,2
17768,60,2,4,7,12,0,0,46,68,29,2,4,13,24,11,2
17769,51,0,4,5,15,1,0,11,100,24,1,2,1,7,5,1
17770,51,0,5,4,20,2,0,13,90,43,1,2,1,6,0,1
17771,49,0,14,6,7,1,2,25,77,74,1,0,0,23,9,1
17772,47,0,9,4,4,1,0,26,94,78,1,0,1,15,8,1
17773,23,1,2,3,8,1,0,73,22,23,2,2,11,53,21,0
17774,43,1,6,0,22,2,1,53,36,97,2,5,12,38,25,2
17775,48,2,10,3,8,1,1,51,63,65,1,2,3,32,3,1
17776,44,3,12,0,0,1,1,57,48,86,2,3,14,37,23,1
17777,52,0,5,7,21,2,2,39,60,89,1,2,5,24,3,1
17778,37,0,13,1,2,1,2,44,61,24,1,1,3,27,4,1
17779,28,0,7,6,17,1,2,54,52,82,1,1,2,51,5,2
17780,31,1,4,5,13,0,1,71,27,35,2,5,6,42,5,0
17781,22,1,0,4,23,2,0,12,65,57,1,2,4,7,3,2
17782,59,2,5,1,2,2,0,30,69,85,1,0,4,14,9,1
17783,50,0,0,6,17,1,0,54,51,50,1,0,3,46,4,0
17784,43,0,8,5,14,0,0,56,46,89,1,0,3,52,0,0
17785,32,0,4,5,15,1,0,59,53,78,2,4,5,55,26,0
17786,26,2,0,3,8,2,2,56,38,30,1,0,0,32,9,1
17787,25,0,4,7,12,0,1,24,62,88,2,3,5,22,19,1
17788,58,0,10,0,16,2,2,82,27,60,2,5,6,75,16,2
17789,29,1,1,6,7,1,0,14,84,87,1,0,0,7,4,2
17790,39,1,7,3,3,0,0,92,20,73,2,5,12,63,7,0
17791,60,2,5,2,6,0,1,48,40,86,1,1,5,26,3,1
17792,50,0,11,0,22,1,0,44,54,94,1,0,0,38,2,2
17793,50,0,15,2,11,2,2,80,7,88,2,4,13,38,23,1
17794,47,0,10,3,8,0,0,34,75,47,2,4,13,17,6,1
17795,39,0,0,7,21,1,0,37,62,68,1,0,5,25,0,2
17796,49,2,7,7,12,1,2,19,82,29,1,2,2,17,1,1
17797,49,2,8,2,9,1,0,14,86,56,1,2,2,8,5,1
17798,46,2,0,6,17,0,1,50,50,25,1,2,5,38,3,0
17799,21,2,0,6,17,2,1,30,72,72,1,2,5,26,9,2
17801,60,2,13,7,12,1,0,72,41,88,2,4,8,62,10,0
17802,53,2,14,0,22,2,1,33,51,69,1,2,2,21,7,1
17803,49,2,4,1,1,0,1,12,92,24,1,1,4,9,3,1
17804,24,0,3,1,2,2,0,83,20,51,2,4,11,55,27,0
17805,24,1,3,0,0,1,0,28,62,37,1,2,2,13,2,1
17806,51,0,4,3,18,1,1,32,66,53,1,1,2,22,7,1
17807,50,1,10,4,20,0,0,83,6,33,2,2,12,47,26,0
17808,21,0,0,3,8,1,0,65,9,42,2,2,5,46,16,0
17809,21,0,0,3,18,0,0,51,42,28,1,1,1,30,7,0
17810,59,2,12,0,0,2,1,84,24,69,2,4,12,70,22,2
17811,58,2,9,7,12,1,0,14,83,89,1,1,4,6,8,1
17812,41,1,3,5,15,2,0,91,11,37,2,3,8,87,20,0
17813,35,0,11,7,10,2,1,24,81,31,1,1,1,15,1,1
17814,26,0,5,5,13,0,1,23,77,79,1,2,3,13,0,1
17815,22,0,1,3,18,1,0,40,53,93,1,0,4,18,1,2
17816,35,0,5,4,23,1,2,27,84,75,1,2,5,17,9,1
17817,43,2,4,5,15,0,0,70,32,40,2,4,13,67,21,0
17818,25,1,4,5,15,1,1,50,44,54,1,0,0,37,3,0
17819,23,0,2,7,12,2,1,61,49,21,1,0,4,60,4,0
17820,58,0,5,1,2,2,0,26,72,49,1,1,5,23,3,2
17821,51,0,6,1,5,1,0,38,44,24,1,0,0,21,1,2
17822,32,0,1,1,1,2,0,63,29,93,1,1,3,61,3,0
17823,45,0,8,2,11,1,0,72,27,79,2,4,13,54,14,0
17825,33,2,6,6,7,1,0,39,71,77,1,0,4,21,3,2
17826,27,1,6,7,12,0,1,19,81,64,1,0,5,14,2,1
17827,31,0,9,0,0,1,0,51,58,48,2,5,14,35,10,2
17828,33,0,7,7,12,0,0,65,45,71,2,3,14,60,15,0
17829,54,2,19,1,2,1,0,68,40,34,2,5,6,65,20,0
17830,51,0,3,3,18,2,0,68,41,35,2,4,5,41,12,0
17831,29,2,6,5,14,0,1,13,80,43,1,2,5,8,8,1
17832,37,2,9,0,16,1,1,78,24,45,2,4,12,55,16,2
17833,51,1,13,6,19,2,1,67,30,87,1,1,2,38,5,0
17834,37,0,2,6,17,2,2,53,56,62,1,1,5,46,9,2
17835,40,2,10,2,6,2,0,73,48,70,2,5,7,40,23,2
17836,38,0,3,7,12,2,0,36,59,41,1,0,2,28,4,2
17837,23,3,2,7,10,0,0,13,83,29,1,1,1,7,6,1
17838,47,2,1,1,1,2,2,19,87,84,1,0,5,9,9,1
17841,57,0,10,2,6,1,0,38,75,63,1,1,2,28,6,1
17842,26,2,5,0,0,1,0,55,43,51,1,0,1,53,9,2
17843,43,1,11,6,7,0,1,79,36,49,2,2,11,42,26,0
17844,22,1,1,3,18,2,0,19,78,22,1,0,0,12,6,2
17845,28,0,0,3,18,1,0,23,75,30,1,1,1,10,4,2
17846,28,1,3,2,9,2,0,68,44,76,2,4,5,53,24,0
17847,30,2,7,0,0,1,1,50,43,57,2,5,14,42,10,1
17848,48,0,5,1,2,1,0,30,78,51,1,2,1,28,6,2
17849,53,0,12,1,5,1,1,59,30,28,2,3,12,41,15,0
17850,43,0,12,3,3,1,0,25,80,76,1,2,2,19,1,1
17851,48,0,7,1,2,0,1,73,20,89,2,2,12,61,24,0
17852,42,0,14,5,13,2,1,37,66,80,1,1,5,20,1,2
17853,21,0,0,1,1,0,0,69,26,21,2,3,11,67,27,0
17854,34,0,6,7,12,1,0,62,47,85,2,4,12,39,15,2
17855,21,2,0,0,22,0,1,30,77,78,1,2,0,29,2,1
17856,58,0,17,0,0,2,0,83,21,74,0,5,23,56,20,2
17857,25,0,4,1,2,2,2,70,25,41,2,5,7,48,19,2
17858,60,0,10,1,2,0,1,37,70,43,1,0,5,32,8,2
17859,52,2,13,6,7,0,0,16,85,66,1,0,2,9,3,1
17860,29,0,8,7,12,0,1,93,7,33,2,2,12,43,11,0
17861,47,3,14,4,20,1,1,75,13,31,2,4,6,70,15,0
17862,57,0,6,7,12,0,1,61,46,66,2,4,5,58,18,2
17863,25,0,4,4,20,0,1,85,6,50,2,4,13,55,28,0
17864,47,1,10,4,20,1,1,90,13,87,2,2,11,52,12,0
17865,36,1,7,3,8,0,1,20,90,81,1,1,3,14,3,1
17866,57,0,8,5,13,1,1,30,77,94,1,0,3,26,8,1
17867,24,2,3,2,6,1,1,31,75,50,1,0,0,30,7,1
17868,55,2,5,6,7,1,0,11,86,86,1,1,1,6,8,1
17869,28,0,7,2,6,1,0,77,34,62,2,4,6,60,17,0
17870,49,2,4,0,22,2,2,93,0,68,0,5,21,78,30,2
17871,40,3,2,4,4,1,1,61,48,46,2,5,6,36,24,2
17872,42,1,0,1,2,2,0,18,74,61,1,0,3,15,7,2
17874,38,1,13,2,6,1,0,25,75,23,1,2,5,14,7,1
17875,56,0,14,6,19,1,0,75,44,67,2,2,5,54,20,0
17876,31,2,10,2,11,1,1,64,34,77,2,2,7,58,26,2
17877,26,1,5,6,17,2,1,46,53,36,2,3,5,30,5,2
17878,36,3,11,0,22,0,0,21,81,76,1,2,5,14,3,1
17879,25,0,4,2,11,0,0,32,72,74,1,0,2,23,8,1
17880,60,2,18,5,14,1,0,38,71,83,1,2,2,29,8,1
17881,59,2,15,3,18,1,0,49,58,67,1,2,3,27,4,2
17882,58,0,8,4,4,1,1,48,41,30,2,4,10,26,15,2
17883,26,1,5,1,5,1,0,25,72,35,1,1,5,16,5,2
17884,37,0,16,4,23,0,0,14,71,79,1,2,2,10,8,1
17885,31,1,5,0,0,0,1,14,92,62,1,2,0,7,7,1
17886,56,2,2,2,6,0,0,52,42,70,1,2,2,39,5,2
17887,37,0,16,4,23,0,1,57,40,65,1,1,5,46,2,2
17888,49,0,10,3,3,2,0,10,83,56,1,2,4,4,5,1
17889,35,2,9,7,10,0,0,30,74,60,1,1,5,14,0,1
17890,54,2,11,1,2,1,0,88,3,24,2,4,13,61,27,0
17892,35,1,6,2,6,0,1,45,48,35,1,1,5,40,8,2
17893,46,2,11,3,8,0,0,73,25,32,2,5,10,41,13,0
17894,54,0,14,6,19,1,1,46,59,80,1,1,3,41,2,2
17896,54,0,6,0,22,2,0,88,12,87,2,5,13,78,16,0
17897,27,0,6,7,21,1,1,49,50,73,1,0,3,43,4,2
17898,42,2,5,4,4,1,0,62,36,89,2,3,10,53,5,0
17899,26,0,5,1,1,1,2,46,56,78,1,2,3,26,8,1
17900,31,0,10,1,1,2,2,34,66,52,1,0,2,22,1,1
17901,49,0,0,7,10,1,0,41,46,68,1,1,4,29,1,2
17902,43,2,16,1,2,1,2,67,51,90,1,1,1,33,0,1
17903,53,0,14,1,1,0,0,25,94,53,1,2,3,15,0,1
17904,30,1,8,2,6,1,1,92,0,21,2,5,13,72,23,0
17906,43,2,7,6,19,1,1,71,32,69,2,2,10,53,6,0
17907,26,0,4,3,18,2,0,39,74,49,1,2,3,30,0,2
17908,52,1,5,0,0,0,0,73,15,91,2,4,6,60,8,0
17909,40,1,8,4,4,1,2,77,25,49,0,5,23,66,22,0
17910,47,0,13,2,11,1,0,75,38,65,2,2,7,38,28,2
17911,40,1,10,7,10,1,0,31,77,78,1,2,0,15,4,2
17912,21,2,0,6,19,1,1,73,24,99,2,2,5,50,16,0
17913,37,0,4,5,13,1,1,84,21,82,2,4,12,55,20,0
17914,32,0,3,0,16,2,0,47,52,81,2,4,6,29,6,1
17915,57,0,10,7,12,1,0,88,3,76,2,2,8,78,7,0
17916,22,1,1,1,1,2,1,72,42,28,2,2,9,36,15,0
17917,22,0,1,7,12,1,0,71,16,50,2,3,6,48,6,0
17918,44,2,6,1,2,1,0,53,48,81,1,1,2,31,0,2
17919,42,1,20,7,12,1,1,50,44,61,1,0,5,28,5,2
17920,32,0,6,3,3,1,2,58,22,37,2,2,11,57,14,2
17921,50,0,10,0,22,1,1,14,92,87,1,1,2,9,3,1
17922,33,0,12,0,22,1,1,17,86,87,1,1,1,14,3,1
17924,23,3,2,2,11,0,2,73,27,78,2,5,13,43,21,1
17925,46,1,10,6,17,0,0,36,68,44,2,5,9,18,12,2
17926,46,0,12,3,8,0,0,14,83,35,1,0,3,11,3,1
17927,56,0,10,1,5,2,2,61,40,56,2,3,5,57,10,2
17928,50,1,7,5,14,2,1,50,54,86,1,1,2,23,3,2
17929,39,0,10,3,3,0,0,25,89,29,1,0,4,16,5,1
17930,44,0,9,5,13,1,0,24,71,91,1,0,1,19,0,2
17931,25,0,4,7,10,1,1,13,100,56,1,0,0,6,0,1
17932,58,2,1,1,2,1,1,39,51,58,1,0,2,28,2,2
17933,21,1,0,4,20,1,2,21,89,64,1,2,2,19,4,1
17934,39,3,5,5,14,2,0,33,69,51,1,1,1,31,8,2
17935,22,0,1,6,17,1,1,89,14,79,0,5,15,63,53,0
17936,25,0,4,7,12,2,0,48,46,76,1,0,1,34,7,2
17937,41,0,6,0,0,1,0,27,78,20,1,2,1,20,7,1
17938,57,2,7,5,13,0,2,81,31,78,2,5,12,39,27,2
17939,21,0,0,0,22,0,0,33,51,70,1,2,5,27,2,2
17940,39,0,0,7,10,1,0,52,62,92,2,4,5,38,27,2
17941,58,0,9,0,16,1,0,45,38,91,1,0,1,37,8,2
17942,38,1,11,3,3,0,1,24,76,77,1,2,3,13,6,1
17943,32,0,11,2,6,2,2,33,72,41,1,0,0,21,3,1
17945,36,2,13,0,0,2,0,54,52,61,2,4,12,35,16,1
17946,34,0,8,7,12,1,0,46,61,52,1,1,5,22,7,2
17947,38,0,15,6,7,1,1,69,14,61,2,3,8,55,23,0
17948,38,0,13,0,16,2,0,49,52,40,1,0,0,34,0,2
17949,46,2,7,3,3,0,1,40,53,66,1,1,3,31,4,1
17950,28,2,7,5,14,2,2,76,30,76,2,4,13,38,20,2
17952,57,0,9,5,14,2,0,40,61,80,2,5,13,34,16,2
17953,36,0,14,3,3,1,1,45,48,49,1,2,3,21,7,1
17954,57,0,0,0,0,1,1,12,92,77,1,0,4,9,7,1
17955,34,0,6,4,23,2,1,78,20,56,2,5,10,57,17,0
17956,27,0,6,2,9,1,2,52,45,56,1,1,0,46,4,1
17957,58,0,19,6,7,1,1,21,88,76,1,1,2,13,0,1
17958,50,2,20,5,15,0,0,54,49,55,2,3,9,34,14,2
17959,52,1,14,7,21,0,0,54,52,32,1,0,0,44,9,0
17960,55,0,16,1,2,2,1,29,81,24,1,2,5,15,6,1
17961,30,0,9,0,22,2,1,18,89,65,1,2,0,17,7,1
17963,37,1,6,7,21,0,1,18,81,93,1,2,2,13,5,1
17964,44,2,12,4,20,0,0,33,74,29,1,0,0,22,2,2
17965,26,2,5,7,10,1,0,89,7,71,2,2,7,81,9,0
17966,56,2,10,4,23,1,1,71,31,63,2,3,6,47,23,2
17967,32,0,4,7,12,1,0,43,52,32,1,0,5,37,3,2
17968,30,1,9,0,16,2,0,45,56,34,1,0,4,41,4,2
17969,58,0,11,3,18,1,0,28,72,89,1,0,3,13,4,1
17970,55,2,5,7,10,0,1,55,42,51,2,5,8,26,6,2
17971,34,0,4,4,23,0,0,72,37,69,2,5,14,40,16,0
17972,26,2,5,1,1,1,0,54,43,92,2,5,9,45,5,2
17973,48,1,3,7,21,2,0,70,19,34,2,2,6,43,24,0
17975,22,1,1,7,21,0,1,54,33,64,1,0,1,41,3,0
17976,48,2,10,3,18,0,2,81,26,57,1,2,3,52,7,2
17977,38,0,6,5,13,2,2,77,28,60,2,5,12,43,25,2
17978,27,2,6,2,9,1,1,82,12,57,2,2,14,41,12,2
17980,51,0,5,7,21,0,2,77,24,66,2,2,10,61,27,2
17981,37,0,15,3,18,1,0,19,79,38,1,1,4,11,4,1
17982,37,0,14,7,21,2,1,44,44,85,1,1,2,41,0,2
17983,43,2,4,7,10,1,1,24,68,56,1,0,2,12,0,1
17984,57,2,0,4,4,0,0,52,37,48,1,2,1,44,2,0
17985,34,3,13,4,4,1,0,62,33,47,1,0,3,49,8,0
17986,27,1,6,5,14,2,2,74,25,90,2,2,10,49,23,2
17987,49,2,8,2,11,2,0,82,38,92,2,4,12,71,17,0
17988,35,0,14,0,0,1,0,10,85,38,1,1,2,9,2,1
17989,56,2,6,2,11,2,0,86,15,97,2,5,5,65,25,0
17990,35,0,14,1,2,2,0,80,37,94,2,3,8,43,21,0
17992,59,0,10,2,9,1,1,59,54,39,1,2,1,38,1,2
17993,22,0,1,2,11,1,0,58,39,98,2,5,14,57,13,0
17994,52,1,14,0,22,1,1,30,60,95,1,1,2,28,9,1
17995,57,2,15,0,16,2,2,11,79,90,1,2,4,7,3,1
17996,57,0,9,7,10,0,0,23,74,21,1,2,5,12,4,2
17997,22,2,1,3,8,1,0,64,41,69,2,2,13,59,15,0
17998,56,2,14,0,16,1,1,55,47,86,1,1,0,24,4,1
17999,34,2,11,5,13,2,0,93,9,62,2,5,11,64,25,0
18000,22,3,1,7,10,0,1,89,25,36,2,2,12,79,12,0
18001,46,0,0,4,20,1,0,78,0,51,0,8,25,59,41,0
18002,41,3,8,1,5,1,0,74,7,53,1,0,5,52,7,0
18003,23,0,2,3,3,1,1,88,22,53,2,5,10,69,10,0
18004,54,2,0,2,11,0,2,48,59,65,2,5,5,30,28,1
18005,47,1,0,0,16,1,0,75,34,27,2,4,7,43,10,0
18006,43,2,5,6,17,1,1,58,36,38,2,3,9,26,28,2
18007,52,0,9,6,19,2,1,90,18,79,2,5,7,53,20,0
18008,28,0,4,6,7,1,0,93,0,72,2,2,8,64,12,0
18009,33,2,5,1,2,0,2,19,79,48,1,0,0,15,6,1
18010,49,0,5,5,15,2,1,88,3,49,2,5,11,60,10,0
18011,43,0,10,7,10,2,0,18,94,69,1,0,5,11,9,1
18012,25,0,4,0,16,2,1,41,57,49,1,0,5,40,8,1
18013,30,1,3,6,17,0,0,40,57,60,2,2,8,21,17,2
18014,48,0,3,2,11,0,1,46,55,71,2,2,14,44,10,1
18015,59,2,10,2,11,1,0,89,8,82,2,5,12,54,25,0
18016,37,2,9,1,1,0,2,32,82,94,1,0,0,20,8,1
18017,32,0,0,1,1,1,0,81,9,82,2,5,8,59,26,0
18018,32,0,11,5,15,0,2,71,27,62,2,4,14,57,18,2
18019,45,1,15,6,7,2,1,57,33,23,1,1,0,54,0,0
18020,34,0,4,1,5,0,2,25,71,47,1,2,4,17,6,1
18021,31,0,10,1,5,1,1,10,94,30,1,1,3,5,8,1
18022,36,2,0,3,8,2,0,70,37,73,2,3,7,46,15,0
18023,53,0,2,4,4,0,0,38,58,59,1,0,1,24,6,2
18024,48,0,5,6,17,1,0,47,54,80,2,5,13,30,11,2
18025,45,0,12,6,7,1,2,13,93,73,1,0,3,11,4,1
18026,35,0,12,4,23,1,1,72,18,74,2,2,13,70,29,0
18027,38,1,16,2,6,0,1,31,75,78,1,2,0,19,2,1
18028,52,0,9,5,14,1,0,49,54,20,1,2,4,30,1,0
18029,36,0,8,2,11,0,0,57,49,69,2,5,8,35,16,2
18030,53,3,8,1,5,2,1,42,64,22,1,1,5,35,5,2
18032,53,2,18,1,1,2,1,28,64,47,1,1,1,13,0,1
18033,29,0,4,4,4,1,2,88,21,41,2,5,12,86,5,0
18034,57,0,9,1,2,0,1,81,8,34,2,2,5,63,5,0
18035,35,0,2,1,2,1,0,47,63,41,2,3,6,29,6,0
18036,37,3,5,3,18,1,0,79,21,82,2,2,14,50,29,2
18037,52,0,0,7,10,2,0,27,65,54,1,0,4,19,0,2
18038,34,2,9,5,14,2,1,16,69,64,1,0,1,10,2,1
18039,59,1,2,7,21,1,2,12,95,84,1,1,5,8,3,1
18040,32,1,11,4,4,1,0,54,33,31,2,4,5,40,16,0
18041,31,2,10,7,10,2,0,22,75,64,1,1,1,13,6,1
18042,53,2,6,0,0,0,1,83,28,37,2,2,8,82,22,0
18043,45,0,6,4,23,1,2,68,12,85,2,4,12,65,15,2
18044,52,0,15,5,15,1,1,21,87,93,1,2,4,11,2,1
18045,30,0,9,2,9,0,0,94,19,25,0,5,19,60,34,0
18046,40,0,2,6,7,0,0,65,46,45,2,2,9,59,7,0
18047,48,1,8,5,13,2,0,33,62,30,1,0,4,26,7,0
18048,24,0,3,2,11,0,1,94,25,83,2,2,9,80,16,0
18049,44,0,6,4,4,1,0,58,43,24,2,4,6,37,17,0
18050,21,3,0,2,9,1,0,42,33,40,2,5,13,19,6,2
18051,46,0,3,5,15,0,1,76,25,89,2,4,7,64,29,0
18052,23,0,2,2,11,1,1,86,10,95,2,2,13,48,9,0
18053,22,0,1,0,22,1,1,54,30,69,1,1,4,39,5,2
18054,51,0,4,0,22,1,1,64,24,89,2,4,12,53,5,2
18055,41,2,0,1,5,1,1,16,75,53,1,0,3,8,5,1
18056,56,1,12,2,6,2,2,26,56,71,1,1,1,21,2,1
18057,26,0,5,3,3,2,0,22,88,23,1,0,4,18,6,1
18058,49,2,8,3,18,0,0,85,5,35,2,3,7,80,23,0
18059,24,2,3,5,15,2,0,52,57,45,2,3,12,32,18,2
18060,37,0,16,0,22,1,1,82,1,78,2,3,5,54,26,2
18061,48,0,0,2,6,1,2,52,49,76,2,3,13,37,27,1
18063,38,0,5,3,3,1,1,53,48,27,1,1,5,40,1,2
18064,33,2,12,4,23,1,0,28,73,65,1,1,1,14,8,1
18065,21,2,0,4,23,2,1,12,100,54,1,0,2,11,1,1
18066,44,0,10,7,21,2,1,61,49,69,2,2,14,37,6,2
18067,36,2,15,3,8,0,2,26,71,43,1,1,2,20,3,1
18068,30,1,2,2,6,0,1,75,22,90,2,2,11,49,20,0
18069,52,0,5,4,23,2,2,83,2,93,2,4,12,58,10,2
18070,48,2,6,0,16,2,0,78,21,79,2,5,10,73,27,0
18071,30,0,4,4,20,0,0,15,97,49,1,1,5,7,0,1
18072,58,2,10,2,11,0,0,70,51,77,2,5,13,43,11,2
18073,46,1,7,4,23,0,1,12,95,27,1,2,1,7,5,1
18074,43,3,12,6,19,2,0,64,42,99,2,4,10,51,23,2
18075,48,2,15,6,7,1,1,72,10,41,1,0,2,38,2,0
18076,55,1,5,7,12,0,1,82,25,69,2,4,10,50,22,0
18077,51,0,15,0,16,2,1,56,53,33,1,0,1,25,0,2
18078,37,0,16,6,19,0,1,19,77,86,1,0,1,15,2,1
18079,39,0,9,0,16,2,1,44,74,43,1,2,4,20,6,1
18080,24,1,3,2,9,2,0,13,74,30,1,1,3,6,6,1
18081,26,0,5,2,11,0,0,85,16,82,0,8,17,51,23,0
18082,55,2,9,3,3,0,1,66,33,88,2,5,7,47,15,2
18083,28,0,7,5,13,1,0,35,79,88,1,2,2,18,3,2
18084,43,0,5,1,5,1,1,36,72,23,1,1,3,33,5,2
18085,60,0,10,5,14,0,1,93,0,84,2,5,8,49,15,0
18086,53,1,12,3,8,1,1,48,30,64,2,5,14,29,5,2
18087,22,2,1,1,1,1,1,20,75,85,1,1,3,12,1,1
18088,58,0,3,7,10,2,1,72,23,38,2,5,7,58,11,0
18089,46,2,9,5,15,0,1,12,81,93,1,2,1,6,5,1
18090,36,0,15,0,22,1,0,48,39,97,1,2,4,47,5,2
18091,30,1,7,7,21,1,0,12,80,67,1,1,2,11,3,1
18092,56,0,19,0,16,0,0,53,46,85,2,4,9,44,25,1
18093,44,2,6,4,23,0,2,13,94,85,1,0,1,7,9,1
18094,36,1,0,5,14,1,1,36,64,64,1,1,1,25,4,2
18095,54,0,6,6,19,1,0,43,61,72,1,0,3,39,5,2
18097,43,0,3,1,2,2,1,59,50,61,2,2,5,28,22,2
18098,22,2,1,0,22,0,1,93,3,81,2,3,7,64,24,0
18099,46,0,8,6,19,1,2,83,36,81,2,2,8,61,12,2
18100,52,1,2,5,13,1,0,82,33,92,2,5,7,43,10,0
18101,52,0,11,4,20,2,0,23,84,22,1,0,0,20,5,2
18103,46,2,3,4,20,1,0,79,32,32,2,4,10,76,6,0
18104,39,2,15,1,1,2,0,19,72,68,1,1,5,16,6,1
18105,32,0,11,3,8,1,2,14,88,64,1,0,1,9,0,1
18106,51,2,2,6,7,2,0,12,75,46,1,2,5,8,0,2
18107,42,0,15,5,14,2,2,86,30,91,2,4,8,81,6,0
18108,58,2,6,5,15,2,1,51,42,28,2,3,7,34,10,2
18109,56,0,21,4,23,1,2,17,68,88,1,1,2,13,6,1
18110,60,1,4,0,16,2,1,16,100,26,1,0,5,12,8,1
18111,29,2,5,7,12,1,1,43,70,69,1,1,3,38,8,1
18112,46,0,15,1,2,2,2,81,17,48,2,4,6,67,9,0
18113,41,0,0,1,5,0,0,87,0,75,2,2,10,70,26,0
18114,37,0,7,7,10,2,0,83,3,25,2,3,5,45,29,0
18115,41,0,10,2,11,2,1,28,70,99,1,1,0,25,3,1
18116,56,1,9,0,16,1,1,90,0,79,2,3,10,50,9,0
18117,23,0,2,2,9,1,1,48,53,25,1,0,2,31,9,2
18118,59,2,12,5,14,2,0,38,68,92,1,2,1,21,1,2
18119,39,2,10,4,23,2,1,90,17,83,2,3,14,58,28,0
18120,55,0,13,6,7,2,0,53,62,46,1,1,2,32,8,0
18121,60,1,11,2,9,0,0,55,29,69,2,4,7,52,14,0
18122,60,2,11,5,13,1,2,52,68,78,1,1,1,49,6,1
18123,53,2,7,3,18,0,0,24,84,53,1,1,1,23,3,1
18124,38,0,3,6,19,2,2,18,94,78,1,0,1,16,9,1
18125,45,3,10,2,11,1,0,12,83,66,1,2,1,10,7,1
18126,44,2,5,2,11,1,2,25,82,87,1,0,5,17,6,1
18127,51,2,15,0,0,2,1,12,93,36,1,0,1,11,1,1
18128,59,0,9,3,3,0,1,22,81,21,1,0,4,16,0,1
18129,42,0,19,3,3,1,0,45,66,81,1,2,0,30,0,1
18130,45,2,5,4,20,1,1,72,51,30,2,5,14,32,9,2
18131,21,0,0,1,5,2,1,23,55,74,1,0,1,19,4,2
18132,39,0,6,6,17,1,0,25,73,51,1,0,1,19,5,2
18133,23,2,2,4,23,1,2,57,36,78,2,4,14,25,11,1
18134,27,0,6,4,23,2,0,37,77,40,1,0,2,23,2,2
18135,36,0,2,4,23,1,1,70,33,38,2,2,10,34,17,0
18138,55,0,12,7,21,1,0,38,45,55,1,0,0,24,9,2
18140,52,1,3,7,10,1,1,11,100,66,1,0,4,8,4,1
18141,26,2,5,3,8,0,1,83,14,71,2,4,6,44,12,2
18142,48,0,9,4,23,2,0,25,75,24,1,2,5,19,4,2
18144,50,2,12,2,11,1,1,35,58,79,1,2,2,25,9,1
18145,46,2,10,2,6,1,0,69,39,27,2,3,13,45,24,2
18147,30,0,2,6,7,1,2,80,8,94,2,5,12,53,28,0
18148,45,0,2,7,12,2,2,68,32,51,2,4,8,31,17,2
18149,37,2,6,2,9,2,0,83,28,26,2,4,9,40,19,0
18150,22,1,1,5,15,2,0,29,60,70,1,0,3,13,0,0
18151,58,1,10,2,9,0,1,68,30,41,1,1,4,48,0,0
18152,43,3,5,5,13,0,2,81,4,80,2,5,14,64,10,2
18153,43,2,7,6,7,0,0,55,48,39,2,3,10,50,16,0
18154,42,2,10,6,19,1,0,23,64,95,1,1,4,20,4,1
18155,47,2,12,3,3,1,0,64,38,26,1,0,5,37,1,2
18156,34,0,13,0,16,1,0,75,36,30,2,5,13,57,29,0
18157,45,0,2,7,12,1,0,56,48,72,1,0,5,27,5,0
18158,42,0,10,2,6,0,0,74,18,71,2,4,9,64,22,0
18159,42,0,9,3,3,1,0,89,4,91,2,2,6,68,26,0
18160,41,0,9,7,12,1,0,85,2,26,2,3,11,82,9,0
18161,52,2,7,7,10,1,1,51,38,82,1,2,3,50,6,2
